sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,alt_size_1,alt_size_2,alt_size_3,alt_size_4,artist_first_name,artist_last_name,canvas,color,color_tone,cost,country_of_manufacture,created_at,created_by,custom_design,custom_design_from,custom_design_to,custom_layout_update,date_created,date_expired,date_modified,description,discontinued,do_not_display,embellishments,enable_googlecheckout,format,frame,gallery,gift_message_available,has_options,image,image_label,image_size_cm,image_size_inches,keywords,llc_stock_7_17_12,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,modified_by,mount,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,no_canvas,options_container,over_size,page,page_layout,page_size_cm,paper_quality,paper_size_inches,pod,pod_only,price,required_options,short_description,size,size_category,small_image,small_image_label,special_from_date,special_price,special_to_date,srl_stock_7_14_12,status,tax_class_id,thumbnail,thumbnail_label,title,total_quantity_on_hand,udf_anycustom,udf_artist_name,udf_copyright,udf_crline,udf_decal,udf_dnd,udf_embellished,udf_framed,udf_imsource,udf_limited,udf_maxsf,udf_new,udf_osdp,udf_photopaper,udf_poster,udf_pricecode,udf_rag,udf_ratiocode,udf_specpaper,udf_tar,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5208_2.jpg,"Mesmerized II",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5208_3.jpg,"Mesmerized II",3,0,,,,,,,,,,,,
"CSD 5285",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,"CSD 5287",,,,CHRIS,DONOVAN,,,"Warm Palette",,,"2012-10-05 23:59:17",TopArt,,,,,"2006-08-24 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Numinous I",No,No,,1,,,,,0,/C/S/CSD_5285_3.jpg,"Numinous I",,,"ORCHID, PLANT, FLOWER, FLORAL, BROWN, TAN, GREEN, ORANGE, GOLD, FALL 2006",468.0,,,"Numinous I","ORCHID, PLANT, FLOWER, FLORAL, BROWN, TAN, GREEN, ORANGE, GOLD, FALL 2006","Numinous I",,,,,"Use config","Use config","Numinous I",,,No,"Block after Info Column",No,No,,"60 x 120",,"23 5/8 x 47 1/4",No,No,67.0000,0,"Numinous I",,"Lg Panel",/C/S/CSD_5285_3.jpg,"Numinous I",,,,139,1,0,/C/S/CSD_5285_3.jpg,"Numinous I","Numinous I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:12:47",numinous-i,numinous-i,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5285_1.jpg,"Numinous I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5285_2.jpg,"Numinous I",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5285_3.jpg,"Numinous I",3,0,,,,,,,,,,,,
"CSD 5286",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,"CSD 5288",,,,CHRIS,DONOVAN,,,"Warm Palette",,,"2012-10-05 23:59:17",TopArt,,,,,"2006-08-24 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Numinous II",No,No,,1,,,,,0,/C/S/CSD_5286_3.jpg,"Numinous II",,,"ORCHID, PLANT, FLOWER, FLORAL, BROWN, TAN, GREEN, ORANGE, GOLD, FALL 2006",537.0,,,"Numinous II","ORCHID, PLANT, FLOWER, FLORAL, BROWN, TAN, GREEN, ORANGE, GOLD, FALL 2006","Numinous II",,,,,"Use config","Use config","Numinous II",,,No,"Block after Info Column",No,No,,"60 x 120",,"23 5/8 x 47 1/4",No,No,67.0000,0,"Numinous II",,"Lg Panel",/C/S/CSD_5286_3.jpg,"Numinous II",,,,160,1,0,/C/S/CSD_5286_3.jpg,"Numinous II","Numinous II",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:12:56",numinous-ii,numinous-ii,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5286_1.jpg,"Numinous II",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5286_2.jpg,"Numinous II",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5286_3.jpg,"Numinous II",3,0,,,,,,,,,,,,
"CSD 5287",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,"CSD 5285",,,,CHRIS,DONOVAN,,,"Warm Palette",,,"2012-10-05 23:59:17",TopArt,,,,,"2006-08-24 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Numinous I",No,No,,1,Portrait,,,,0,/C/S/CSD_5287_3.jpg,"Numinous I",,,"ORCHID, PLANT, FLOWER, FLORAL, BROWN, TAN, GREEN, ORANGE, GOLD, FALL 2006",173.0,,,"Numinous I","ORCHID, PLANT, FLOWER, FLORAL, BROWN, TAN, GREEN, ORANGE, GOLD, FALL 2006","Numinous I",,,,,"Use config","Use config","Numinous I",,,No,"Block after Info Column",No,No,,"40 x 80",,"15 3/4 x 31 1/2",No,No,34.0000,0,"Numinous I",,Panel,/C/S/CSD_5287_3.jpg,"Numinous I",,,,8,1,0,/C/S/CSD_5287_3.jpg,"Numinous I","Numinous I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:13:04",numinous-i,numinous-i-3265,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5287_1.jpg,"Numinous I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5287_2.jpg,"Numinous I",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5287_3.jpg,"Numinous I",3,0,,,,,,,,,,,,
"CSD 5289",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,"CSD 5291",,,,CHRIS,DONOVAN,,,"Cool Blues and Greens",,,"2012-10-05 23:59:17",TopArt,,,,,"2006-08-24 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Right Action I",No,No,,1,Square,,,,0,/C/S/CSD_5289_3.jpg,"Right Action I",,,"BLUE, TAN, BROWN, GREEN, GOLD, PLANT, FLOWER, FLORAL, ORCHID, COLLAGE, ABSTRACT, SQUARES, FALL 2006",518.0,,,"Right Action I","BLUE, TAN, BROWN, GREEN, GOLD, PLANT, FLOWER, FLORAL, ORCHID, COLLAGE, ABSTRACT, SQUARES, FALL 2006","Right Action I",,,,,"Use config","Use config","Right Action I",,,No,"Block after Info Column",No,No,,"90 x 90",,"35 3/8 x 35 3/8",No,No,68.0000,0,"Right Action I",,Large,/C/S/CSD_5289_3.jpg,"Right Action I",,,,37,1,0,/C/S/CSD_5289_3.jpg,"Right Action I","Right Action I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:13:18",right-action-i,right-action-i,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5289_1.jpg,"Right Action I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5289_2.jpg,"Right Action I",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5289_3.jpg,"Right Action I",3,0,,,,,,,,,,,,
"CSD 5290",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,"CSD 5292",,,,CHRIS,DONOVAN,,,"Cool Blues and Greens",,,"2012-10-05 23:59:17",TopArt,,,,,"2006-08-24 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Right Action II",No,No,,1,Square,,,,0,/C/S/CSD_5290_3.jpg,"Right Action II",,,"BLUE, TAN, BROWN, GREEN, GOLD, PLANT, FLOWER, FLORAL, ORCHID, COLLAGE, ABSTRACT, SQUARES, FALL 2006",710.0,,,"Right Action II","BLUE, TAN, BROWN, GREEN, GOLD, PLANT, FLOWER, FLORAL, ORCHID, COLLAGE, ABSTRACT, SQUARES, FALL 2006","Right Action II",,,,,"Use config","Use config","Right Action II",,,No,"Block after Info Column",No,No,,"90 x 90",,"35 3/8 x 35 3/8",No,No,68.0000,0,"Right Action II",,Large,/C/S/CSD_5290_3.jpg,"Right Action II",,,,72,1,0,/C/S/CSD_5290_3.jpg,"Right Action II","Right Action II",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:13:32",right-action-ii,right-action-ii,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5290_1.jpg,"Right Action II",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5290_2.jpg,"Right Action II",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5290_3.jpg,"Right Action II",3,0,,,,,,,,,,,,
"CSD 5291",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,"CSD 5289",,,,CHRIS,DONOVAN,,,"Cool Blues and Greens",,,"2012-10-05 23:59:17",TopArt,,,,,"2006-08-24 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Right Action I",No,No,,1,Square,,,,0,/C/S/CSD_5291_3.jpg,"Right Action I",,,"BLUE, TAN, BROWN, GREEN, GOLD, PLANT, FLOWER, FLORAL, ORCHID, COLLAGE, ABSTRACT, SQUARES, FALL 2006",5223.0,,,"Right Action I","BLUE, TAN, BROWN, GREEN, GOLD, PLANT, FLOWER, FLORAL, ORCHID, COLLAGE, ABSTRACT, SQUARES, FALL 2006","Right Action I",,,,,"Use config","Use config","Right Action I",,,No,"Block after Info Column",No,No,,"50 x 50",,"19 5/8 x 19 5/8",No,No,30.0000,0,"Right Action I",,Medium,/C/S/CSD_5291_3.jpg,"Right Action I",,,,1101,1,0,/C/S/CSD_5291_3.jpg,"Right Action I","Right Action I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:13:42",right-action-i,right-action-i-4018,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5291_1.jpg,"Right Action I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5291_2.jpg,"Right Action I",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5291_3.jpg,"Right Action I",3,0,,,,,,,,,,,,
"CSD 5292",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,"CSD 5290",,,,CHRIS,DONOVAN,,,"Cool Blues and Greens",,,"2012-10-05 23:59:17",TopArt,,,,,"2006-08-24 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Right Action II",No,No,,1,Square,,,,0,/C/S/CSD_5292_3.jpg,"Right Action II",,,"BLUE, TAN, BROWN, GREEN, GOLD, PLANT, FLOWER, FLORAL, ORCHID, COLLAGE, ABSTRACT, SQUARES, FALL 2006",5687.0,,,"Right Action II","BLUE, TAN, BROWN, GREEN, GOLD, PLANT, FLOWER, FLORAL, ORCHID, COLLAGE, ABSTRACT, SQUARES, FALL 2006","Right Action II",,,,,"Use config","Use config","Right Action II",,,No,"Block after Info Column",No,No,,"50 x 50",,"19 5/8 x 19 5/8",No,No,30.0000,0,"Right Action II",,Medium,/C/S/CSD_5292_3.jpg,"Right Action II",,,,260,1,0,/C/S/CSD_5292_3.jpg,"Right Action II","Right Action II",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:13:53",right-action-ii,right-action-ii-4019,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5292_1.jpg,"Right Action II",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5292_2.jpg,"Right Action II",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5292_3.jpg,"Right Action II",3,0,,,,,,,,,,,,
"CSD 5293",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,CHRIS,DONOVAN,,,"Cool Blues and Greens",,,"2012-10-05 23:59:17",TopArt,,,,,"2006-08-24 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","In Play I",No,No,Metallic,1,Square,,,,0,/C/S/CSD_5293_3.jpg,"In Play I",,,"LILY, PLANT, FLOWER, FLORAL, GREEN, BROWN, GOLD, METALLIC, SQUARES, FALL 2006",520.0,,,"In Play I","LILY, PLANT, FLOWER, FLORAL, GREEN, BROWN, GOLD, METALLIC, SQUARES, FALL 2006","In Play I",,,,,"Use config","Use config","In Play I",,,No,"Block after Info Column",No,No,,"60 x 60",,"23 5/8 x 23 5/8",No,No,38.0000,0,"In Play I",,Medium,/C/S/CSD_5293_3.jpg,"In Play I",,,,16,1,0,/C/S/CSD_5293_3.jpg,"In Play I","In Play I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:14:06",in-play-i,in-play-i,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5293_1.jpg,"In Play I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5293_2.jpg,"In Play I",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5293_3.jpg,"In Play I",3,0,,,,,,,,,,,,
"CSD 5294",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,CHRIS,DONOVAN,,,"Cool Blues and Greens",,,"2012-10-05 23:59:17",TopArt,,,,,"2006-08-24 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","In Play II",No,No,Metallic,1,Square,,,,0,/C/S/CSD_5294_3.jpg,"In Play II",,,"LILY, PLANT, FLOWER, FLORAL, GREEN, BROWN, GOLD, METALLIC, SQUARES, FALL 2006",116.0,,,"In Play II","LILY, PLANT, FLOWER, FLORAL, GREEN, BROWN, GOLD, METALLIC, SQUARES, FALL 2006","In Play II",,,,,"Use config","Use config","In Play II",,,No,"Block after Info Column",No,No,,"60 x 60",,"23 5/8 x 23 5/8",No,No,38.0000,0,"In Play II",,Medium,/C/S/CSD_5294_3.jpg,"In Play II",,,,41,1,0,/C/S/CSD_5294_3.jpg,"In Play II","In Play II",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:14:18",in-play-ii,in-play-ii,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5294_1.jpg,"In Play II",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5294_2.jpg,"In Play II",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5294_3.jpg,"In Play II",3,0,,,,,,,,,,,,
"CSD 5295",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,CHRIS,DONOVAN,,,Neutral,,,"2012-10-05 23:59:17",TopArt,,,,,"2006-08-24 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Shadow Dance I",No,No,,1,Square,,,,0,/C/S/CSD_5295_3.jpg,"Shadow Dance I",,,"ORCHID, PLANT, FLOWER, FLORAL, TAN, BROWN, FALL 2006",220.0,,,"Shadow Dance I","ORCHID, PLANT, FLOWER, FLORAL, TAN, BROWN, FALL 2006","Shadow Dance I",,,,,"Use config","Use config","Shadow Dance I",,,No,"Block after Info Column",No,No,,"60 x 60",,"23 5/8 x 23 5/8",No,No,36.0000,0,"Shadow Dance I",,Medium,/C/S/CSD_5295_3.jpg,"Shadow Dance I",,,,259,1,0,/C/S/CSD_5295_3.jpg,"Shadow Dance I","Shadow Dance I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:14:29",shadow-dance-i,shadow-dance-i,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5295_1.jpg,"Shadow Dance I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5295_2.jpg,"Shadow Dance I",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5295_3.jpg,"Shadow Dance I",3,0,,,,,,,,,,,,
"CSD 5383",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,CHRIS,DONOVAN,,Green,"Cool Blues and Greens",,,"2012-10-05 23:59:17",TopArt,,,,,"2007-01-28 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Into the Mystic I",No,No,,1,,,,,0,/C/S/CSD_5383_3.jpg,"Into the Mystic I",,,"Floral, flower, orchid, green, teal, blue, leave, Preview 2007",444.0,,,"Into the Mystic I","Floral, flower, orchid, green, teal, blue, leave, Preview 2007","Into the Mystic I",,,,,"Use config","Use config","Into the Mystic I",,,No,"Block after Info Column",No,No,,"30 x 90",,"12 x 36",No,No,32.0000,0,"Into the Mystic I",,Panel,/C/S/CSD_5383_3.jpg,"Into the Mystic I",,,,638,1,0,/C/S/CSD_5383_3.jpg,"Into the Mystic I","Into the Mystic I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:14:40",into-the-mystic-i,into-the-mystic-i,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5383_1.jpg,"Into the Mystic I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5383_2.jpg,"Into the Mystic I",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5383_3.jpg,"Into the Mystic I",3,0,,,,,,,,,,,,
"CSD 5384",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,CHRIS,DONOVAN,,Green,"Cool Blues and Greens",,,"2012-10-05 23:59:17",TopArt,,,,,"2007-01-28 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Into the Mystic II",No,No,,1,,,,,0,/C/S/CSD_5384_3.jpg,"Into the Mystic II",,,"Floral, flower, orchid, green, teal, blue, leave, Preview 2007",537.0,,,"Into the Mystic II","Floral, flower, orchid, green, teal, blue, leave, Preview 2007","Into the Mystic II",,,,,"Use config","Use config","Into the Mystic II",,,No,"Block after Info Column",No,No,,"30 x 90",,"12 x 36",No,No,32.0000,0,"Into the Mystic II",,Panel,/C/S/CSD_5384_3.jpg,"Into the Mystic II",,,,545,1,0,/C/S/CSD_5384_3.jpg,"Into the Mystic II","Into the Mystic II",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 21:14:51",into-the-mystic-ii,into-the-mystic-ii,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/C/S/CSD_5384_1.jpg,"Into the Mystic II",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5384_2.jpg,"Into the Mystic II",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/C/S/CSD_5384_3.jpg,"Into the Mystic II",3,0,,,,,,,,,,,,
